tweet_id	text	author_id	in_reply_to_user_id	replied_to	mentions	quoted	retweeted
1596548716965822464	RT @InternetHippo: I think the pandemic was the first time many people were forced to adjust their behavior out of consideration for others…	750714464635228161			['19638752']		1.596239466779226e+18
1596548718400253952	RT @SteveDeaceShow: Monday we are going to share your stories with the Covid jab and why you didn’t get it (or didn’t get it again). Please…	2698914074			['177564016']		1.5964938273340785e+18
1596548718190153729	"RT @RealJamesWoods: “Chestfeed” 

This is from an actual Department of Health. #Madness"	634127491			['78523300']		1.5965166241938145e+18
1596548718513524739	"RT @david_conn: PPE Medpro: Michelle Mone-linked firm declines to say how it would repay millions if told to do so;

Government paid £122m…"	782166293092921344			['89236161']		1.5962104121474703e+18
1596548718920359936	RT @FoxNews: 'PANDEMIC OF VIOLENCE': Lightfoot's record on crime at the forefront of Chicago mayoral election https://t.co/tmL2Q2g3Wc	1121806675			['1367531']		1.5965443241785426e+18
1596548719222362114	@MarshaBlackburn Covid is the germ in which communism spreads.	1586043526609264641	278145569.0	1.5962906386049475e+18	['278145569']		
1596548719276658688	"RT @ChrisWNunn: I don't know why but many lawyers have remained silent and have not spoken out against the vaccine mandates.

That said, th…"	1521922292317569024			['1559343667944587271']		1.5965428443614044e+18
1596548719985434624	RT @OliviaTroye: @MikeSington @sandibachom It's not the Trump effect. It's the fact that when it mattered, Jerome Adams remained silent, es…	1309511815265685509			['2329492448', '2234760798', '17027632']		1.5965177881806807e+18
1596548720778440704	RT @answermanc: @SquizzSTK He's stating the obvious.  The Herald Sun (and The Australian) no longer have any influence in Victoria.  They b…	390035793			['857142938', '79402753']		1.596517190210945e+18
1596548720958394370	RT @DareToBeHappier: £8.7 BILLION so they tax US @RishiSunak @Number10press	347727237			['234338584', '1168968080690749441', '424127411']		1.596542789289857e+18
1596548721189310466	RT @UNBiodiversity: As countries look to recover from #COVID19, @WorldResources spotlights solutions that hold benefits #ForNature and for…	1265158765835247616			['40001204', '14559745']		1.5964889513085706e+18
1596548721419984899	"@Gerashchenko_en Oh oh
https://t.co/nobzcpvfCZ"	1558530007886069762	1.505481949854503e+18	1.5965436406665134e+18	['1505481949854502915']		
1596548721575329792	RT @torydemolition: When they say there’s no money for our NHS… never forget they found £37 billion for Dido Harding who’s husband wants to…	56355904			['1358074263052439554']		1.5959211358325391e+18
1596548721600495616	"Imagine an extra pipe running underneath the length of the huts. A Remote-controlled valve for each hut.
Evening comes.
Mood music plays.
Extra scoop of rice and a pickled vegetable with evening meal.
Someone flicks a switch.
The Nazis were amateurs. https://t.co/TzJzxPLFh7"	936358018865909761				1.5963464154956431e+18	
1596548721965154305	RT @RealJamesWoods: I’ve never commented on the COVID vaccine. I do have questions, however. If you DON’T get the jab, you’ll get zero side…	4917643457			['78523300']		1.5965153365722767e+18
1596548724612026370	RT @jordanbpeterson: Can't the pharmaceutical companies do their own goddamn advertising?	1562977514460692483			['95092020']		1.5964838459933778e+18
1596548726067269642	RT @BrujaBanton: The pandemic has done a number on folks. People have become NASTY.	1500151776712044545			['16606552']		1.5965449583115756e+18
1596548725249294337	A brisk walk around Enfield Town #park observing the New River Loop, some ducks and the Covid Living Memorial. #SaturdayThoughts #exercise #park #walking #naturelover https://t.co/kfrsxR8jry	48313202					
1596548726859833344	Must read 👇 https://t.co/RHHZvPO3Jc	999453985				1.5965449807385313e+18	
1596548727535435782	"Rebound in asthma exacerbations following relaxation of COVID-19 restrictions: a longitudinal population-based study 
@MeetJess @C_A_Gustave
@RadCentrism @xabitron1
https://t.co/gNJZlm7VxC"	1459600109445033990			['312412918', '1239237935230332928', '1019997840322379776', '1012396774751907841']		
1596548725727719425	"Free nucleic acid and vaccines have not yet applied for immigration, what do you think?
#Listenbourg    #ListenburgNoCOVID
#POLKSA   #Nazis   #AJHawk https://t.co/G4EAecBvZk"	1594395877422022656					
1596548728483373056	People Are Waking Up 🙌🏼 https://t.co/b44bT37yhC	1439722903159857155				1.5961197690020045e+18	
1596548728948944896	RT @45BigBadWolf: More like a poison cocktail! #NotAvaccine https://t.co/MwouxaeaSt	767530936418365440			['1328928953541799936']		1.5965413505096786e+18
1596548728730656769	"RT @thevivafrei: George Clooney, proving that he is a better actor than he is a historian and critical thinker.

I would rather be smart th…"	1514031547216769025			['96906231']		1.5965182250968924e+18
1596548728986341376	"@stephen_taylor It pretty much ended the pandemic lockdowns world wide. I see it as the WEF mouthpiece's ""jump the shark"" moment. https://t.co/NhGQv5WmLw"	790580654354288640	14678279.0	1.5962780829772677e+18	['14678279']		
1596548730354020353	@NaheedD Sounds a lot like your pandemic 🤷🏽‍♂️	1425649316711079937	166985027.0	1.5961390290909512e+18	['166985027']		
1596548730420871168	@mgcanmore @LeonKWagner @catturd2 Ever heard of second hand smoke and mothers who smoke while pregnant. SMDH. You all are so lost - the COVID cult destroyed all sense of reason and rationality in your justifications for COVID tyranny and mania.	1289367426958790656	1908805122.0	1.595440582419415e+18	['1908805122', '220854415', '1043185714437992449']		
1596548731331301376	I got COVID. This is why I always stay inside but no apparently that’s also not healthy. Wtf do you want me to do	3481768522					
1596548731674931201	@CalvinMcgettig1 @RealJamesWoods It was at that time my pressure was 190/110. Normal vaccines usually take up to 10 years for approval and extensive testing, not this one.	1548774122746007555	1.5487741227460076e+18	1.5965482977367286e+18	['1504112532692381696', '78523300']		
1596548731880747008	RT @InternetHippo: I think the pandemic was the first time many people were forced to adjust their behavior out of consideration for others…	618558530			['19638752']		1.596239466779226e+18
1596548731654254592	"Flu rising sharply in Canada, Dr. Theresa Tam says https://t.co/yDTBaTJZq8
China may want to look at Canada's challenge to deal with the flu/variant of COVID!
When you can't eradicate the virus, you need to find a solution to combat it. Well done 👍 Canada✅"	1029606796049043457					
1596548732082085888	RT @kylenabecker: Remember, Americans: China's totalitarian Covid lockdowns were the model for the U.S., according to Dr. Fauci and Klaus S…	22285976			['321954654']		1.5965376272761078e+18
1596548732170145794	RT @tenleelesbian: they obviously can't do promotions during a lockdown HELLO	129449469			['1317112115749146625']		1.5965341578445578e+18
1596548732673314816	"1/4 ""Fifty-eight percent of #coronavirus #deaths in August were people who were #vaccinated or #boosted, according to an analysis conducted for The Health 202 by Cynthia Cox, vice president at the #Kaiser Family Foundation.""

#BringBackMasks https://t.co/fksBysYLM6"	782313907				1.5954183165913743e+18	
1596548732543275011	Tory peer Michelle Mone reportedly pocketed £29m of public money for unsafe PPE. The Lords must kick her out of Parliament and force her to pay back every penny. Agree? Join me and sign the petition now: https://t.co/0H8v3wMBW5	20385331					
1596548733130665984	RT @jordanbpeterson: Can't the pharmaceutical companies do their own goddamn advertising?	1466106843885981699			['95092020']		1.5964838459933778e+18
1596548733180813315	"RT @DiedSuddenly_: After the release of #DiedSuddenly, the Health Organizations have been forced to respond. 

Their response? 

It’s not t…"	1305139185024720897			['1577761560394665984']		1.596231410502738e+18
1596548733159604224	"1. Problems in food supply troubled all locked communities, being Han, Uyghur and other minorities. I recommend reading Chinese sources on Weibo ""乌鲁木齐超话"" - I guess in general Han has more resources. 2. UHRP has its political agenda, is very poor as source for reliable info. https://t.co/57A7pC02SF"	1492936918891470852				1.5965465252108984e+18	
1596548733768196096	"A video of an audio statement in Arabic titled:
Let Whoever Hates Me Dig Their Own Grave ..
19— Rabi’ Thani — 1444 AH
13— November — 2022 AD
https://t.co/yHigxO73LD
4
#من_كان_يكرهني_فليحفر_قبره
#Let_Who_Hates_Me_Dig_his_Grave
 
S8RHma"	1456982467622154243				1.5926275076644004e+18	
1596548735190052864	"2/4 ""In September 2021, vaccinated people made up just 23 percent of coronavirus fatalities.""

#SARSCoV2 is #airborne #CovidIsNotOver #COVIDisAirborne"	782313907	782313907.0	1.5965487326733148e+18			
1596548735496224768	RT @thevivafrei: Go to hell, Pete.	783742907832348672			['96906231']		1.5962907409041572e+18
1596548735932121089	RT @PublicPriestley: While this PPE scandal is erupting again I'll tell you a little story and it is absolutely and 100% true. Get yourself…	549533741			['2845071124']		1.5965026134950257e+18
1596548736062136320	"RT @premnsikka: Nurses worked during the lockdown.
Starter pay is £27,000. Many rely on food banks.
40,000 nurses left the NHS this year.
N…"	308651316			['2461924214']		1.5964634506410312e+18
1596548736234102785	"@EMWResearch @Jonatha80589955 @mongoosenewyork @rlamartini @FreedomIsrael_ @tatianaschild @DanNewsManBall @AAPSonline @SenRonJohnson @jpkiekens @JamesTodaroMD @richardursomd @RX_forLiberty @kksheld @RandPaul @RobHerring @RudyGiuliani @DrMarcSiegel @raoult_didier @GeorgeFareed2 @drsimonegold @drdrew @fleccas @Covid19Critical @LukeMor19529310 @HealthHibberd @AiltonBenedito @marybethpf @DrSamGirgis @drscottjensen @govkristinoem @dockaurG @StrickerMD @Felipe_Rafael @HCPolicy @filipe_rafaeli @Abettervision @GVDBossche @SenRandPaul @AlexBerenson @RealPNavarro @treatearly @KDMilhoanMD @KyrieIrving @FLSurgeonGen @P_McCulloughMD @IP4PI @timburchett Dead at age 67:
https://t.co/tMI3caiOmz"	197875696	197875696.0	1.5965448357540332e+18	['1499113632268906499', '1264563889225768962', '63086921', '258546506', '1344007017862750208', '195697458', '23362152', '42769016', '233737858', '83858789', '803788403179474945', '823255657902129153', '52189631', '418830106', '216881337', '19415893', '770781940341288960', '150799669', '1242471700257595403', '1330687838636048385', '806344552718045184', '14515734', '233000889', '1255176009764294656', '1233443273118756864', '1271968800213270528', '342403919', '39181447', '2275337142', '4074051493', '235251868', '4086538637', '2575366033', '68306195', '104931019', '110881957', '88303644', '1367092300627771402', '1298624375692894210', '87679233', '1242534200634478593', '1283159512267071488', '401340776', '317370751', '1445440065409363972', '1465347964252180493', '497005469', '353890966']		
1596548736909717504	RT @eveewing: I'm excited to support @marketboxchi which distributes fresh produce from local farms to neighbors across the South Side, and…	144632531			['19166519', '1565048773515980800']		1.5965470128785408e+18
1596548736876171264	RT @RealJamesWoods: Please participate in this poll if, and only if, you were vaccinated for COVID-19. Whether you had one or more boosters…	1431874918564700161			['78523300']		1.5965221787022991e+18
1596548737337524224	RT @thebradfordfile: Fauci gave a deposition under oath this week confirming he was lying through the entire pandemic. So naturally, the me…	1585967005613572097			['3406938525']		1.5965374492489564e+18
1596548737631158277	RT @InformedNJNurse: Anyone that was part of encouraging this vaccine uptake will suffer major consequences ie. Politicians, doctors, nurse…	1454253778891325442			['1205638720457715713']		1.5964945605360026e+18
1596548737953894401	RT @GordonGChang: #China’s people are in revolt, the economy is crumbling, #COVID19 is spreading like wildfire, and the all-powerful #XiJin…	166482752			['151930383']		1.596518762911785e+18
1596548738385907712	RT @FighterInCharge: Don't forget to wash your hands. 😉 https://t.co/NHEg4l7euH	1450170492900548614			['1390546979781025792']		1.5965428284566036e+18
1596548738381598720	All higher education should have been free, so make it free. @POTUS Heroes act left out doctors, nurses and teachers during Covid, use HEA instead to #CancelALLStudentDebtNOW by Executive Order! @SenSchumer @SenWarren @RepJayapal  @RoKhanna @Trevornoah @colbertlateshow @maddow https://t.co/5KpjkGIoQ1	901100663748284416			['1349149096909668363', '17494010', '970207298', '815733290955112448', '771152516', '46335511', '2835886194', '16129920']	1.5962458454560727e+18	
1596548739476647938	"RT @NewMillPaul: Did I tell you about the time my son failed his driving test for the second time?

He was really upset, so trying to be a…"	86592874			['1160306562663165962']		1.5958698356233748e+18
1596548740721954816	RT @David_Thurston: @CMO_England “🔴 Top scientists including Sir Patrick Vallance were warned that Covid-19 could have evolved in laborator…	2155001304			['16263333', '1178622443814084608']		1.596190590177366e+18
1596548740802043904	@mikepompeo 2/ their own existent life experience was completely turned upside down over pandemic misinformation from supposed trusted sources. They don't believe media on almost anything, nor their teachers. Find the narratives amusing and meme their amusement prolifically.	1592936517282205702	1.5929365172822057e+18	1.5965480038208758e+18	['1163992520252153857']		
1596548740902363136	RT @lmADnanAHMAD: It is totally injustice with students of 2021,it is not their fault that they were covid affected batch. 2022 students ar…	1596543253221867520			['1541344984355553280']		1.596531296939184e+18
1596548741246472193	RT @manyapan: Amazing photos coming from the Communication University of China, Nanjing, where students are protesting, making their voices…	536756472			['31029819']		1.5965201593925304e+18
1596548743205044224	RT @thebradfordfile: Fauci gave a deposition under oath this week confirming he was lying through the entire pandemic. So naturally, the me…	1345501704			['3406938525']		1.5965374492489564e+18
1596548743419297793	"RT @Scribulatora: There are many Cdns who identify as conservative who supported vaccines and mandates and did NOT support the Convoy. 

I…"	1461829502795980803			['896126557']		1.596498980506329e+18
1596548743410913280	RT @thebradfordfile: Fauci gave a deposition under oath this week confirming he was lying through the entire pandemic. So naturally, the me…	4833720963			['3406938525']		1.5965374492489564e+18
1596548743460839424	RT @OliviaTroye: @MikeSington @sandibachom It's not the Trump effect. It's the fact that when it mattered, Jerome Adams remained silent, es…	904417876093714432			['2329492448', '2234760798', '17027632']		1.5965177881806807e+18
1596548743498985474	"@loushiffer @Paul29256859 @BohemianAtmosp1 Malta, highest rate of vaccine uptake in Europe

Imagine my shock to see a bigger yearly decrease in birth rate in the years prior to covid

Explain how this is possible when the majority of the population has been sterilised? The yearly rates for these countries should increase https://t.co/jyfx4Rt9hI"	3043178253	3043178253.0	1.5965454965498388e+18	['132326641', '1349755463647305730', '1432116082157006853']		
1596548745403199498	RT @RealJamesWoods: I’ve never commented on the COVID vaccine. I do have questions, however. If you DON’T get the jab, you’ll get zero side…	1431100882746150913			['78523300']		1.5965153365722767e+18
1596548745696616450	RT @RealJamesWoods: I’ve never commented on the COVID vaccine. I do have questions, however. If you DON’T get the jab, you’ll get zero side…	2642766317			['78523300']		1.5965153365722767e+18
1596548745910312960	RT @FreshVinculumV2: Vaccine schedule exploded in the 1980's. It is no wonder there are so many neurological debilitations.	747854342334480385			['1589391054998016002']		1.5965473636063027e+18
1596548746158182401	"@prima__facie I believe that in the USA, hospitalizations are no longer counted honestly.

I would rather prefer that all hospitalizations and deaths ""with Covid"" were added up, knowing that the result is an overcount, but at least this would be more consistent.
 
https://t.co/kqgGATku93"	1513175067374534657	190336357.0	1.596178514889347e+18	['190336357']		
1596548746573017088	RT @shesinscrubs: My grandmother was admitted to the oncology unit last week for a gallbladder issue, ended up with COVID 5 days later. Mas…	633825264			['629841305']		1.5961556208807813e+18
1596548746988621825	He will shoot the virus, better than vaccine https://t.co/rgresTwluU	1519395872764616704				1.5965460536873697e+18	
1596548747777179648	RT @RealJamesWoods: I’ve never commented on the COVID vaccine. I do have questions, however. If you DON’T get the jab, you’ll get zero side…	1586053559652700160			['78523300']		1.5965153365722767e+18
