tweet_id	text	author_id	in_reply_to_user_id	replied_to	mentions	retweeted	quoted
1596504537615175680	RT @Windoctorx: Twitter &amp; Elon Musk should stream scientists from both sides stating their arguments on Covid Vaccines and let THE PEOPLE d…	39677658			['909879719734251521']	1.596488181473579e+18	
1596504538399543302	"RT @reece_dinsdale: SNOUTS IN THE TROUGH!!!
Tory peer Michelle Mone reportedly pocketed £29m of public money for unsafe PPE. The Lords must…"	254717779			['834818979688546308']	1.5964331728829317e+18	
1596504538378547200	I don’t hate ANY human being on this planet, but I’m very unhappy with some governments (none are perfect, including USA).  This “zero COVID” policy is horrific on healthy people and does nothing long term to remove Coronavirus from the Earth.   I hope this story is not true. https://t.co/OlUxIzhnTz	466940136					1.5962408216781169e+18
1596504538793795584	RT @prasannavishy: Any possibility that thr is widespread public support for Xi’s zero-covid policy. Else completely unfathomable the crazy…	1629960799			['29398579']	1.5964540079121654e+18	
1596504539279998976	@ConnollyStuart @slsandpet @Dehler45 I don’t care what they say. Im wearing N95 mask when ever I go out despite having had 4 vaccines. Im old, so Not prepared to risk going out without it when ppl too self absorbed to care about others	172279923	501535520.0	1.5963998057604424e+18	['501535520', '1634512056', '192113919']		
1596504539519033344	RT @JanJekielek: 🚨 Watch the full episode with Steve Kirsch, the executive director of the Vaccine Safety Research Foundation, at 7:30pm ET…	1350081178364227589			['15719232']	1.5958935979283948e+18	
1596504539590717440	RT @leelasik: @RobertKennedyJr @AGJeffLandry In detail. Fasting increases your reactive oxygen species (ROS) within cells. More ribonucleas…	1561705053353902083			['3236732524', '337808606', '221491612']	1.5963821138376335e+18	
1596504539770806273	RT @real_pfreeman: Well done @BorisJohnson and @michaelgove, you've ruined our futures to boost your egos.  Idiots.	2911460159			['20243046', '3131144855', '748453510048518145']	1.5965043980074516e+18	
1596504540248801282	RT @wallflower2021: @JamesBradleyCA Let me explain pay attention and follow ok . All the countries that had strict pandemic rules are doing…	820290392268668928			['1406360097161367556', '1112724144427139072']	1.5964907769594184e+18	
1596504540986998785	RT @AnthonyFStevens: New Hubby Doug Barrowman claimed Mone had nothing to do with PPE Medpro &amp; the £29m he paid to her out of the £65m he r…	3413221420			['1245715911866298372']	1.596165679493034e+18	
1596504542249906182	RT @TomFitton: Court rejects San Diego school district's COVID vaccine mandate https://t.co/3EruGFXZbM #FoxNews	282233469			['18266688']	1.596239833432744e+18	
1596504542786437120	RT @arnohb112: Lessons learned from #HongKong 😉 #StandWithHongKong🇩🇪❤️🇭🇰 #Chongqing https://t.co/sLi3OA2ai5	788325464259436544			['776126255309676544']	1.5962238554751754e+18	
1596504543281704960	RT @myrabatchelder: The fact we aren't even trying to make medical spaces safer. We aren't even trying to protect people at highest risk wh…	3371331382			['87358629']	1.5963711602789048e+18	
1596504543616901121	"RT @badiucao: Thread/1

Massive protest happened in Ulumuqi，Xinjiang，China after more than 100 days zero-covid city lockdown.

People are c…"	82856549			['267695291']	1.5962472807129825e+18	
1596504543336009728	People are now aware of the #Depopulation agenda of genocidal maniacs using #Covid19 scam and #DeathShots. If you still remain a sheep to be butchered and to make lives of others miserable, you are the real problem says Visionary @IMPraveenDalal. @_ETax @_PTLB @_CEPHRC @_AFPOH https://t.co/wCOaRaHCRx	1080328704272855041			['1023768630230577152', '883776703595663362', '888808440583172096', '894496485697495041', '1011567779462328321']		
1596504543910498304	DR. VERNON COLEMAN - Finally! Medical Proof the Covid Jab is Murder - from 2021 https://t.co/ow1oC94WXI via @BitChute	32286479			['1364642249577963523']		
1596504544258793474	🥚🥨🥩🍖🍗🍍🍑🥓🥙🍑🍳🥚🍤🍖🍗🍊🍇🍓🍬🍫🍿🍩🍪🍒🍈🥑🍳🥚🍤The Covid aftermath requires sovereign debt restructuring	1584842988437442560					
1596504544262889475	"RT @michael_hoerger: @rlmrdl @ellenstrickland Particularly troubling in that the neurologic symptoms may be among the more persistent.

htt…"	1210796163135238144			['701844034755633157', '6230772', '17353768']	1.596394740081197e+18	
1596504544305111041	Tory peer Michelle Mone reportedly pocketed £29m of public money for unsafe PPE. The Lords must kick her out of Parliament and force her to pay back every penny. Agree? Join me and sign the petition now: https://t.co/1O3fFmyxMH	1239650152379494401					
1596504544715808768	"RT @HorangiKrong: ☀️ Be The Sun Bulacan - FREEBIES ☀️

Date: Dec. 17, 2022
Time &amp; Location: TBA
Strictly 1:1

✅ RT + Like
(show us the proo…"	1512609061665402883			['1477611148753391621']	1.5964764021778227e+18	
1596504545282371585	"RT @ProudElephantUS: Joe Biden: “You’re not gonna get Covid if you have these vaccinations.” 🤦🏻‍♂️

https://t.co/X8jkalFQeR"	833635632039809024			['810055220']	1.5962512553320817e+18	
1596504545672183809	@michaelgwaltz The pandemic caused this and anyone with a functioning brain knows this. Our supply chain has been feeble for decades and Americans became complacent.	17413446	833673914.0	1.5961824297942016e+18	['833673914']		
1596504546414845953	@kidcharles @dgurdasani1 At press time, representatives from the world’s leading economies had signaled that they would continue to let the deadly and debilitating COVID-19 virus rip through the population until they had something more than an overwhelming scientific consensus to go on. /4	18239001	18239001.0	1.5965033992307466e+18	['100641628', '920943710254313472']		
1596504547316625409	RT @ChinaUncensored: More Covid protests https://t.co/6zyhZhx23R	1110148862403137536			['833100331']	1.5961151268093993e+18	
1596504547383730176	"RT @HorangiKrong: ☀️ Be The Sun Bulacan - FREEBIES ☀️

Date: Dec. 17, 2022
Time &amp; Location: TBA
Strictly 1:1

✅ RT + Like
(show us the proo…"	1330163176953016326			['1477611148753391621']	1.5964764021778227e+18	
1596504547211501570	"@rewinder2020 @Dr_PhilippaW @UKSupremeCourt No, this is specifically spending on Long Covid. Agree tho, PPE scandal is appalling.

https://t.co/TqzV0EOlaW"	941865054298935296	245875886.0	1.5964835932237824e+18	['245875886', '2932558313', '384388286']		
1596504547442278401	RT @tdwillis72: @hodgetwins The government was pushing the vaccine way too hard.  I did not vac because I don't trust the gov. to do anythi…	1361837138061443072			['1519458670815363073', '18584875']	1.596320637554987e+18	
1596504547228270593	"Masked! Darkness Falls...: Pandemic Pontifications
by Ron Foster ""@ARkstormPrepper 

Banned from Amazon Printing! Only available as audiobook 
In Print at Barnes &amp; Noble
A prepper's perspective on the pandemic.

BN https://t.co/ifTbvAKCsj
A https://t.co/WpPKdYZZtS 
#book #prepper"	1590818228216930332			['738820711']		
1596504547811360768	RT @uytimes: (13) Protesters in #Urumqi clash with police, remove fences, and shout: “Stop the lockdown!” https://t.co/vjKBt9k7Vh	1590434484335394816			['1277982133772906504']	1.5962304155847557e+18	
1596504547949674502	"RT @DiedSuddenly_: After the release of #DiedSuddenly, the Health Organizations have been forced to respond. 

Their response? 

It’s not t…"	1593704266702675968			['1577761560394665984']	1.596231410502738e+18	
1596504547954151429	@Bsc_Ventures @Phenom0x Do token holders have right to participate in the governance of the project? On What kind of decisions can they vote on about the project? How do you keep yourself motivated for more developments and non-stop work in this Covid-19 pandemic ?	1577167345721933824	1.4000696991073116e+18	1.5960292870771466e+18	['1400069699107311618', '1478030747730694151']		
1596504549249818625	"Meet the newest all-star, and pioneering addition to the ICC team, @abdullahialim.  

via @vivwalt @FortuneMagazine 
https://t.co/9PGcg6OLo6"	122392913			['2190421628', '43081569', '25053299']		
1596504549682196482	RT @BreitbartNews: San Francisco hotels are demanding millions of dollars from the city to compensate them for damage incurred while housin…	1504531715515109376			['457984599']	1.5965027704624783e+18	
1596504549757685761	"RT @Censored4sure: RSV: Fever, Cough, Runny nose, diarrhea, fatigue, night sweats

Cold: Fever, cough, Runny nose, diarrhea, fatigue, night…"	781922674385846273			['1549183329206996992']	1.5962191674299064e+18	
1596504550155993089	"@OfficialPLT #PLTPinkSaturday OMG THIS WOULD MEAN THE WORLD TO ME!
I would put this towards a new course for my small business… I can’t wait till the day that get my own salon, I started this in lockdown… A DREAM COME TRUE🫶🏼💖xxxxxx
@UmarKamani"	1354675444575055873	418806465.0	1.596504046730326e+18	['418806465', '179112161']		
1596504550034259969	"@Yorkshi00878441 @peteratcmc @ConsPost Yorkshire lass:  do you not realize that Boris did a totally fake 'Brexit' - even worse than the EU stooge May's?

Boris bankrupted the UK with half a trillion pounds spent on the fraudulent Covid 'vaccines', 'Covid tests' etc. - and you STILL support him?"	1593951270716542977	1.4914916163931546e+18	1.581553434821464e+18	['1491491616393154564', '184419487', '1305292185303224320']		
1596504550621745153	RT @chantz_y: For the folks who don't care about the needs of the immunocompromised because that doesn't include them, I have some bad news…	2535367145			['18178850']	1.596347060969943e+18	
1596504551464517632	"RT @Renee80375168: @JamesBradleyCA Really?More information https://t.co/au9DEIzlxt sik were they?
Fever?,cough,sick to stomach??
difficulty…"	1037496772422189061			['1037496772422189061', '1112724144427139072']	1.59619565311735e+18	
1596504551456231428	"RT @disclosetv: NEW - Protests against China's zero-Covid lockdown in Guangzhou. 

https://t.co/yhVCHjgKS4"	3065002680			['15392486']	1.5960706938208297e+18	
1596504551493980162	Fasten your safety-belt. It's a long, bumpy but ultimately rewarding journey. https://t.co/OyoE0oK6OY	3004212106					1.5958698356233748e+18
1596504551871365122	"RT @AlexBerenson: Also, if you are NOT up to date on your vaccines

And you do zilch if infected 

Your chances of surviving COVID (why the…"	435229852			['87679233']	1.5964958886369894e+18	
1596504553641635840	RT @_Janey_J: ‘In early 2020 after the lockdown, people were being admitted to hospital and dying in large numbers - I think they were bein…	1680415705			['1538833303863713796']	1.5964949489245512e+18	
1596504553905885184	I can fix her https://t.co/eQyTiaPvTw	75318562					1.5961725799997317e+18
1596504553876328449	"RT @AndersonAfDMdEP: Just one example of totalitarianism: 
Redefinition of values!

""(..) I will not allow 'THOSE voices, THOSE special int…"	428599684			['900669223122472960']	1.5964504342854738e+18	
1596504554178482176	"RT @drclairetaylor: 22/ Covid is not a respiratory disorder, it is a disease of the blood vessels. 
We have 60,000 miles of blood vessels i…"	586521180			['1513942742715584520']	1.595244408102097e+18	
1596504555415834630	RT @RepThomasMassie: End your autocratic vaccine mandates on front line workers.	1209363474985472001			['975200486']	1.5964569439329567e+18	
1596504555763949568	Indian pharma exports jump by 138 per cent in post pandemic era - Free Press Journal https://t.co/BmntSNnwJJ	127761593					
1596504555700764675	RT @Xx17965797N: Official UK document from the Ministry of Health reveals Convid never existed. This now being the case means the masks, lo…	1275155331849629696			['1552407495255199745']	1.5964351920208773e+18	
1596504556074307586	Tory peer Michelle Mone reportedly pocketed £29m of public money for unsafe PPE. The Lords must kick her out of Parliament and force her to pay back every penny. Agree? Join me and sign the petition now: https://t.co/u6efRNkb1L	4903216745					
1596504556237721601	RT @InternetHippo: I think the pandemic was the first time many people were forced to adjust their behavior out of consideration for others…	334234631			['19638752']	1.596239466779226e+18	
1596504557156458497	"RT @YouAreLobbyLud: ""It should be unacceptable.""

But, in fact, it is entirely acceptable."	27840840			['1238949674989416449']	1.5962539806945567e+18	
1596504557365989384	@BridgetSenior7 @LayahHeilpern Lisa shaw died from side effects from the vaccine… not the virus but the vaccine.. https://t.co/mYz29Vx9xh	25875893	1687857462.0	1.5965032210898616e+18	['1687857462', '455937214']		
1596504557714014210	"RT @Notmyfault99: Didn't liberals wonder why why big pharma would need immunity from liability if their ""vaccines"" were ""safe &amp; effective""?…"	1296050910209232898			['1583143016813977607']	1.596182138818265e+18	
1596504558334885890	Very interesting thread 👇 https://t.co/zudq4t6xgy	167020911					1.5962172445684163e+18
1596504558590918656	RT @RepThomasMassie: End your autocratic vaccine mandates on front line workers.	1352948690944626689			['975200486']	1.5964569439329567e+18	
1596504559857602561	RT @VinTN: Till 2021 May Admk was in power. It inherited a state that was power deficit a decade back and left a state which was one of the…	1210194664474546176			['130307355']	1.596478821863424e+18	
1596504559824023555	Whitchurch lantern parade returns after Covid-19 hiatus https://t.co/PJTNWCyXaj	48717555					
1596504560436224004	RT @jenniferzeng97: At Xihangangang Gezhouba community in #Chengdu city, #CCPChina, the residents removed the iron fence and walked out of…	35780942			['2313027666']	1.59648689086097e+18	
1596504560801288192	RT @Yash25571056: Nuclear war is like a mass heart attack, COVID is like a mass heart whiplash.	257467770			['1106609504693567488']	1.5962872537852355e+18	
1596504562952966145	"RT @theraisinahills: Wanted TN Sheshan; Whither Inter State Council; Can masks go away? https://t.co/rxgd5CZEvG via @YouTube 

#SupremeCour…"	1534140575515287552			['1531226467103047680', '10228272']	1.595760370400256e+18	
1596504562868838406	Attention all you Christians, until you collectively call these assholes out….no one with remotely any common sense will take you seriously within 10 years. Look at your empty churches…it wasn’t covid…it’s you cozying up to hate!!!😡 https://t.co/IRy8Yhz3Kh	317450468					1.5961854931624264e+18
1596504563280150533	RT @AshfaqueArain2: Islamabad under self imposed lockdown, by those who are usually under self imposed exile.	1420029264			['1140462614415314944']	1.596435288133632e+18	
1596504564714594304	"RT @visegrad24: One of the most underreported stories right now is China’s failing Zero-Covid policy.

Cases have surged to record-high lev…"	1519581595866435584			['1222773302441148416']	1.5956438422120202e+18	
1596504565183963136	RT @EricMMatheny: Despite readily available video evidence, I’m shocked that people still deny that they were told: if you get the vaccine,…	1519007455874891779			['2730264319']	1.5962629977896387e+18	
1596504565150789634	RT @Reuters: Rare protests broke out in China's Xinjiang region opposing prolonged COVID-19 lockdowns, according to footage seen on social…	3101196374			['1652541']	1.596497752086618e+18	
1596504565339557890	"@ColetteMandin You wear a mask because you want to.

I don't wear a mask because I don't want to.

I'm fine with you wearing one.

You're not fine with me not wearing one.

I want you left alone to live your ideal life.

You want to use gov't force against people for not masking.

Easy enough?"	1641426890	636649732.0	1.596153334725251e+18	['636649732']		
1596504565486346242	"RT @jbourne2030: It's always been a lie designed to hurt you... 😈
via @Xx17965797N"	1471151731811696652			['1500194549829931008', '1552407495255199745']	1.5965011527867105e+18	
1596504565985161216	"RT @ChrisWNunn: Vaccinated people transmit Covid. 

There is, therefore, no basis for vaccine mandates."	1264757920601739265			['1559343667944587271']	1.592678057516888e+18	
1596504565511225351	Are your COVID-19 at-home antigen #RapidTests nearing or past their expiration dates? Don't throw them out just yet! The expiration dates for many tests have been extended. The FDA maintains a list of test kits with extended expiration dates. Visit https://t.co/eaj68f6Z5A https://t.co/mOZjPsdojV	1448277920607346690					
1596504566341963777	RT @WashburneAlex: SARS-CoV-2 is overwhelmingly likely from a lab. Nations like China withhold the datasets that would help our world learn…	1593529217198788610			['1481707872970960896']	1.5962172462583194e+18	
1596504566778204160	RT @RobertKennedyJr: The death last year of a 14-year-old Irish teen 3 weeks after he received Pfizer’s COVID vaccine has sparked a “consid…	1393159671825932288			['337808606']	1.596242318792614e+18	
1596504566551281665	Please support those who were damaged by the Covid Vaccines. If you do get injured, there are many, the #NHS gives no support. https://t.co/INEOkhEaik	2161036068					1.5962460839567688e+18
1596504566765621249	"RT @YesBridgend: UK CON spends £2.2m/wk storing unusable PPE burning it! 

£15bn of crap PPE fast tracked from companies like hotel carpeti…"	3001923035			['850098233372286976']	1.59641913539917e+18	
