tweet_id	text	author_id	in_reply_to_user_id	retweeted	mentions	replied_to
1596452152683409409	RT @foxmulder1969: Matt Hancock has been cast as the bête noir of lockdown and is a target of hate for those who need someone to blame. Fai…	36510981		1.5964214750698414e+18	['982329124797763584']	
1596452153144795139	RT @guardian: Covid lockdown protests break out in western China after deadly fire https://t.co/90cEKHqWuv	918733847579283456		1.5964493462239068e+18	['87818409']	
1596452155342614528	RT @PickardJE: - the @ft today asked both Tory peer Baroness Michelle Mone and her billionaire husband Douglas Barrowman whether any UK tax…	296173854		1.5962523413840118e+18	['69080476', '18949452']	
1596452155694587904	RT @carolvorders: 'Lady' Mone broke Lords' code &amp; was seemingly involved in fraud while nurses &amp; doctors slaved all hours to save people in…	1264218502707191811		1.5955579152843653e+18	['175420754']	
1596452155858489344	RT @riseupandresist: Melbourne 🇦🇺 Anti Covid BS, Anti Agenda 2030, Anti Govt Lies....26.11.22. 💣𝘿𝙤 𝙒𝙝𝙖𝙩𝙚𝙫𝙚𝙧 𝙔𝙤𝙪 𝘾𝙖𝙣 𝙏𝙤 𝘿𝙞𝙨𝙧𝙪𝙥𝙩 𝙏𝙝𝙚𝙞𝙧 𝙋𝙡𝙖𝙣𝙨.…	1349865186220392448		1.5963643415527752e+18	['1412196388796960776']	
1596452156743114752	RT @healthyheating: So you don't want to wear a mask because you're tough 🤣🤣🤣🤣🤣🤣 that doesn't make you tough it makes you weak and selfish.	2189944839		1.5962947019082588e+18	['63217258']	
1596452157049704450	RT @Ore_akiinde: It’s so insane how everyone has adjusted to this pandemic of kidnappings currently happening in Nigeria, every new day, so…	1397805150		1.5963776213775196e+18	['729374311878922240']	
1596452159377543168	@wearethevgps @David__Osland Yes. A company was created that produced defective PPE. It's worth an investigation and getting some of those monies back. If the intentions were evil/corrupt then that should also be punished severely.	1228725784191406085	1.4551175109578015e+18		['1455117510957801472', '3407247983']	1.596451499743363e+18
1596452159889215489	"RT @Lowkey0nline: The family of 5-year old Yusuf Mahmud Nazir were told by his GP that he needed immediate hospital care. 

They ""begged an…"	97018980		1.5964475468301066e+18	['1024352074048434177']	
1596452160287674368	RT @brexit_sham: In 1963 the Great Train Robbery netted its raiders the equivalent of over £50 million today and 307 years in prison. In 20…	262351388		1.5964430921604792e+18	['826382447885574144']	
1596452161017159680	@DaSupernova_ Yes! And you should get the vaccine if you haven't!	247619342	266115283.0		['266115283']	1.5964518874649723e+18
1596452162242244609	RT @BladeoftheS: Useless PPE is still being stored at a cost of £700,000 a day because the Contracts are with wealthy Tory donors and free…	291863673		1.596424369001169e+18	['1455903807389458436']	
1596452162980106244	"@EcuNurse @billytylerxxx @1goodtern @iseeuliars After having gone through my only round of COVID, I had bronchitis and very nasty eczema. Blood pressure has been crazy high and eyes have been getting worse. Memory and focusing issues on top.
And people are trying to tell me, it's age. I am sure it is COVID-related."	237013388	3143166900.0		['3143166900', '896750740252770304', '960817018193764352', '135694624']	1.5964326749983457e+18
1596452163600859136	RT @ckarr2: Pneumonia isn't a silent killer nor an inevitable death sentence. But it demands serious medical intervention &amp; when there's a…	1202167170		1.5963390640258826e+18	['17792787']	
1596452169091543045	RT @KimDotcom: The #DiedSuddenly documentary creates a panic amongst the propaganda media which has sold the Covid vaccines 24/7. That’s gr…	3363088887		1.5961710505467617e+18	['611986351']	
1596452169234141184	Typical manosphere dysfunction. https://t.co/yMme1qphxG	1521344838930780161				
1596452170177875969	RT @RobertKennedyJr: Yes, we do! “We all deserve to know how involved Dr. Fauci was in the censorship of the American people during the COV…	1479324238863495168		1.596151300798165e+18	['337808606']	
1596452171318718465	@priyyanka_ Tested positive for covid 😔	1526945111573159939	1.1512787126855721e+18		['1151278712685572096']	1.5960955237985362e+18
1596452172165939202	RT @WGuyenot: @DrJohnB2 Could be alterations in the function of G-protein coupled receptors and cAMP or PIP3 activated Calcium channels in…	1567002885938085888		1.5963008462282465e+18	['1505225192691408900', '1400013985202704385']	
1596452172321140738	"RT @axcashh: I dont understand why some indians hates abd,He has always been supportive to IND. Never played against india♥️

Abd Villiers…"	1596360106764947457		1.5898430376306606e+18	['1499270014922231808']	
1596452174741254144	"@Poppypop2022 @RobertKennedyJr SAY NO TO COVID-19 VACCINES

Get your covid-19 Digital QR certificate  or PAPER CARD without taking the vaccine. Send a dm to get your QR Scan Covid-19 Passports without taking the vaccine 
Click the link below

https://t.co/I58fFocCzB"	910481736	1.5248519306521068e+18		['1524851930652106757', '337808606']	1.5963698526246093e+18
1596452176129556480	RT @TheBernician: When Chancellor, unelected PM Sunak paid £196M to Moderna, which his company, Theleme, is a major shareholder of, for 7M…	57623324		1.5960936290678415e+18	['1921157221']	
1596452177035526145	RT @CrabbBrendan: Omicron continues its enormous toll; 18,671 deaths (17.0%) more than the baseline ave to Aug 31. Actuaries will refine do…	907544934		1.596253183302828e+18	['2341433004']	
1596452177026945025	RT @torydemolition: When they say there’s no money for our NHS… never forget they found £37 billion for Dido Harding who’s husband wants to…	1093831000487088135		1.5959211358325391e+18	['1358074263052439554']	
1596452177710837760	RT @BipBipBip39: Please canceled schedule in China and bring WayV back to Korea before Beijing was 100% lockdown and can't take the return…	1252675523987116032		1.5964081261396746e+18	['1160257598253223937']	
1596452178662596609	RT @steve_cureton: The thing is with this Mone corruption..someone knew, a few someone's..so who? and they were hoping we wouldn't find out…	188668572		1.5962781661125673e+18	['2373784386']	
1596452180365815808	RT @HackedOffHugh: « In total, the Government has written off £8.7 billion worth of PPE that is unusable, has passed its expiry date, or wa…	4839074315		1.5962501084331459e+18	['914588454']	
1596452180478787587	"On masks and virtue signalers. 

""They continue to wear the mask they use to hide their flaws and shortcomings from others, and this keeps them in bondage to the opinions of others, controlled by what others think about them, due to their need to project a certain image""."	1586261114341527558				
1596452180491468803	@JayBios @marmundy @AndyBurnhamGM That's incorrect and how very insulting to the many capable , intelligent and highly qualified staff in the retail sector. I'm sure you were very grateful to those in retail who kept the shelves stocked and shops open during the pandemic. You need a lesson in respect	127510675	175472037.0		['175472037', '52486981', '143779403']	1.5964493612398797e+18
1596452180814630912	RT @rayconnolly: Just after I went into a coma in ICU with Covid in spring 2020 an Isle of Man couple got a grant from the govt to make PPE…	1264208015135293441		1.5958215992189747e+18	['19111511']	
1596452180726120449	RT @ezralevant: Flashback: Trudeau's lockdown.	4212558135		1.5962270682449306e+18	['20878297']	
1596452181372153856	@3ptspainshking And Morrison the cunt sent all vaccines to NSW which caused us to stay in lockdown longer. That’s something I will never forget.	1114471752241836032	1.114471752241836e+18		['1001859244621099009']	1.596451890015146e+18
1596452182110388226	RT @InternetHippo: I think the pandemic was the first time many people were forced to adjust their behavior out of consideration for others…	19847019		1.596239466779226e+18	['19638752']	
1596452184048254978	@tippingpointoan if you have had any strain of covid you are automatically a vaccine. No shot no mask needed	1574724333792108546	1.455333853191553e+18		['1455333853191553025']	
1596452185230958592	RT @black__dubIiner: if your parents didn’t vaccinate you as a baby who was born during the “vaccines cause autism” media frenzy, it’s neve…	2501153365		1.5961385313022935e+18	['823384899449212933']	
1596452185797427201	RT @NFSC999: A 29-year-old man is diagnosed with acute leukemia after two vaccinations, undergoing painful chemotherapy, the family wakes u…	1594421973370785798		1.5962421681294172e+18	['1513669096268726273']	
1596452186833174529	RT @HackedOffHugh: « In total, the Government has written off £8.7 billion worth of PPE that is unusable, has passed its expiry date, or wa…	1002089623550676992		1.5962501084331459e+18	['914588454']	
1596452187001196544	RT @juistheju: Please canceled schedule in China and bring TEN back to Korea before Beijing was 100% lockdown and can't take the return fli…	1252675523987116032		1.5964192615847936e+18	['4743145646']	
1596452187064119297	RT @BBCWorld: Covid protests in Chinese city after deadly fire https://t.co/kNHWbtqxD4	34697179		1.5964323774668186e+18	['742143']	
1596452187000999936	RT @petercrwilliams: Hey @BBCNews   Can you please explain why you’re not covering this story? Especially when Mone declared to Parliamenta…	1594775971927937024		1.5957948919797678e+18	['833163390', '612473']	
1596452187433046019	"RT @AndersonAfDMdEP: Just one example of totalitarianism: 
Redefinition of values!

""(..) I will not allow 'THOSE voices, THOSE special int…"	1441350144620843016		1.5964504342854738e+18	['900669223122472960']	
1596452187710050304	"RT @Prasant83166421: Ap market .
First i think 50cr is tough in ap for vaadivaasal and S42

I damn sure that it will cross 50+ if it gets p…"	1415584724374806528		1.5964472068016947e+18	['1510132131527536645']	
1596452187772956678	Can't believe I have to say this, but if you are at an airport with an active cough please wear a mask. 😷	18316092				
1596452188284653568	RT @david_r_morgan: If you watch any video today, make it this one. Andrew Tate absolutely nails the Covid scam in 90 seconds. 👇 https://t.…	61472610		1.5959077993047654e+18	['1108431749820882947']	
1596452188787990533	"Russia registered 5,992 new COVID-19 cases in the past 24 hours, bringing the nationwide tally to 21,562,758, said the official monitoring and response centre on Friday.

https://t.co/RPex5EotVU #VisionUpdates"	56960258				
1596452189895118848	"RT @Lowkey0nline: The family of 5-year old Yusuf Mahmud Nazir were told by his GP that he needed immediate hospital care. 

They ""begged an…"	1358078464579022850		1.5964475468301066e+18	['1024352074048434177']	
1596452190029504512	"RT @songpinganq: Help!

Chinese government is simultaneously building hundreds quarantine camps now. This new one is designed to detain 48,…"	1589793081414619137		1.5960601631230648e+18	['1374317368361447434']	
1596452189916262400	"Taiwan 🇹🇼 Covid-19 Summary, Nov 26

Cases 13269 (13218+🛬51)
 7-day daily avg 15391 ↓472 (66.3/100K) 
 Week-on-week ratio 0.82

Deaths 29
 7-day daily avg 43.3 ↓4.3 (1.87/1M)
 Week-on-week ratio 0.74 https://t.co/omM7TVVwA2"	14276011				
1596452191174524930	Stay in a place where you don't need to wear mask. Where you don't need to lie to yourself. Where you don't need to be an actress.	1552308419864174595				
1596452191606284289	RT @torydemolition: When they say there’s no money for our NHS… never forget they found £37 billion for Dido Harding who’s husband wants to…	364974560		1.5959211358325391e+18	['1358074263052439554']	
1596452191749169152	RT @neilgibbons: England aren't playing badly. This game is simply the result of global factors, not least the effects of the pandemic and…	2416442552		1.5962430017347502e+18	['28197128']	
1596452191711399937	RT @David__Osland: Some people are more angry with nurses for going on strike than they are with Michelle Mone for selling nurses defective…	1093831000487088135		1.596149201657688e+18	['3407247983']	
1596452193757851649	RT @RobertKennedyJr: After analyzing more than 7 years of Massachusetts death certificates, independent investigator John Beaudoin, Sr., un…	1282847490014769165		1.595173745165013e+18	['337808606']	
1596452193775030272	@shallit43 @MartinKulldorff The draconian measures were temporary to stop hosptials being overwhelmed, now the vaccinated N95 wearers are fretting over case numbers and catching a cold, whilst being content with unprecedented deaths and injuries in all the AE monitoring systems around the world.	1588362350419116040	63827798.0		['63827798', '2521469449']	1.5964486445633413e+18
1596452195045707777	RT @digigeolab: #30DayMapChallenge  Day 26: Madagascar, the Great Red Island, saw a surge of fires inside its protected areas for the first…	141009810		1.5964516621593518e+18	['845248364191059968']	
1596452195503058945	"RT @yaneerbaryam: ""They found that anyone who gets Covid can develop problems with memory, concentration, depression, migraines, and even s…"	32655519		1.595754923995857e+18	['252608121']	
1596452199885840384	RT @prima__facie: Ask yourself. Why is China focusing on immediate early treatment for asymptomatic and symptomatic? They don't have a vacc…	1491499364		1.5958410080377733e+18	['190336357']	
1596452199969656832	"RT @NewMillPaul: Did I tell you about the time my son failed his driving test for the second time?

He was really upset, so trying to be a…"	1342691121692987393		1.5958698356233748e+18	['1160306562663165962']	
1596452200208748544	RT @veggie64_leslie: Well, got Covid for the first time. Even though I mask everywhere. After I tested myself&amp; told people, they said they…	1484856091246620675		1.596328105102037e+18	['1130275662']	
1596452201983053825	RT @Ben_Scallan: Hey Derek, remember when our health system was already on it's knees for a decade before Covid? Remember when data from ar…	23248814		1.59642088892407e+18	['1023888180452503552']	
1596452202155212801	RT @cnnphlife: #AnInconvenientLove  starring @donnypangilinan and @bellemariano02 captures the social isolation and the need for independen…	1480123777451462656		1.5963002004689633e+18	['705603729899130880', '43510227', '4309080438']	
1596452202805334016	RT @carolvorders: 'Lady' Mone broke Lords' code &amp; was seemingly involved in fraud while nurses &amp; doctors slaved all hours to save people in…	4112477729		1.5955579152843653e+18	['175420754']	
1596452203275104259	"RT @Thoracicus: Indonesia has the balls to turn away a Covid cruise ship, but Australia doesn't.
Passengers will be welcomed home &amp; sent ou…"	1174178634225070080		1.5964276600997274e+18	['487307955']	
1596452203681943552	RT @neilgibbons: England aren't playing badly. This game is simply the result of global factors, not least the effects of the pandemic and…	3227118874		1.5962430017347502e+18	['28197128']	
1596452203614859266	"RT @AndersonAfDMdEP: Just one example of totalitarianism: 
Redefinition of values!

""(..) I will not allow 'THOSE voices, THOSE special int…"	540989026		1.5964504342854738e+18	['900669223122472960']	
1596452204373843969	"RT @Hatewatch: Anti-LGBTQ hate group Liberty Counsel works on issues popular with the hard right under the guise of religious activism.

We…"	402386558		1.594390154332242e+18	['29770501']	
1596452205586178049	RT @JamesMelville: The WHO are planning to develop a global digital vaccine passport for any vaccine. This is unelected technocratic contro…	1510012830350774277		1.5946498772665303e+18	['20675681']	
1596452207762997248	Petition: Launch a Public Inquiry into the approval process for covid-19 vaccines https://t.co/ZXm0tzJDho	947468473				
1596452207934595073	RT @Xx17965797N: Official UK document from the Ministry of Health reveals Convid never existed. This now being the case means the masks, lo…	800606031348776960		1.5964351920208773e+18	['1552407495255199745']	
1596452208673173505	@Snipey66 @OzraeliAvi Cookers love COVID 🤣🤣	432301002	26473250.0		['26473250', '97054224']	1.5964461378878956e+18
1596452208819986432	"RT @AGJeffLandry: Wow! It was amazing to spend 7 hours with Dr. Fauci. The man who single-handedly wrecked the U.S. economy based upon ""the…"	1371147287834025985		1.5955381688534548e+18	['221491612']	
1596452209948262400	"RT @MyBoxerLuvMac1: 💔Moon💔
#NYCACC #157460 5y
▪️To Be Killed: 11/29💉
▪️Pneumonia-Listen!
▪️Can be killed anytime if cond worsens!
Rescued f…"	1515097341006647297		1.596233582804091e+18	['1214648962491269125']	
1596452210598371329	RT @chantz_y: For the folks who don't care about the needs of the immunocompromised because that doesn't include them, I have some bad news…	236701293		1.596347060969943e+18	['18178850']	
1596452210778714112	RT @ltgrusselhonore: #Covid is still killing 300 Americans a day , Please got get your Damn Shots w Booster . ⁦#MSM should be repeating the…	15576948		1.5961697390883062e+18	['28817015']	
1596452210854236162	RT @SueSuezep: David Conn is the Guardian's investigations correspondent. Without his investigation the fact that Tory peer Michelle Mone s…	1210233737356730368		1.5964390465319977e+18	['1539378523']	
1596452211516637184	"RT @dave43law: @DCBMEP Brexit was
- about removing protections for workers
- about removing health and safety
- removal of basic human righ…"	2425270901		1.5964407138764718e+18	['528674835', '70664947']	
1596452211944738816	RT @DogPuppyLovers: Our golden has terminal lymphoma and my wife said yesterday is a bad day for him. This is how I found him and his siste…	1451178806618689544		1.595894637272699e+18	['907776336869122048']	
1596452212032823296	"RT @Prasant83166421: Clearly visible,cinema is changed completely after 2020.not only in tn ap also..
1) theatrical pull of audience is 2X…"	1415584724374806528		1.5964471980607652e+18	['1510132131527536645']	
1596452212930383872	RT @ChitnisPurva: In a city like Mumbai,more than 10 children have died due to #Measles. Only 41% of kids are fully vaccinated. More than 5…	2625754078		1.5964374797077996e+18	['1730192304']	
1596452215182356481	RT @sonofr: Let's start talking about TORY FRAUD! Massive PPE fraud. 75% of the £12 billion spent on PPE in the first year of the pandemic…	1331193102233722881		1.5964308759816438e+18	['181245414']	
1596452216403296256	RT @Xx17965797N: Official UK document from the Ministry of Health reveals Convid never existed. This now being the case means the masks, lo…	20053625		1.5964351920208773e+18	['1552407495255199745']	
1596452216898195456	"RT @chris_cw51: PPE Medpro get £200,000,000 contract after lobbying by Michelle Mone.
Barrowman (Mone's husband) gets £65,000,000 payout an…"	1264218502707191811		1.5955569725181624e+18	['4171982009']	
1596452217632198656	@narendramodi covid has pushed 23 crore Indians in to poverty. WHO data showed 4.7 million died due to covid in india. Crores of people suffered with long covid. All central exam aspirants of UPSC, SSC ,banking should be given age&amp; attempt relaxation. #UPSCExtraAttempt #extraattempt4all #upsc https://t.co/RTd5MlwmlC	1325805599343349763	18839785.0		['18839785']	1.5963760335438684e+18
1596452219616112640	"RT @krishanKTRS: Is it BJP’s habit to use Mothers for Politics ?
How can a man infected of Covid with Symptoms visit others ?
Madam Governo…"	824512131143983108		1.5963933779098378e+18	['83384000']	
1596452221235101696	RT @RisetteMD: Just remembering one of the saddest moments in my life was when, at the end of a three week stretch working during the Delta…	1528781722862632962		1.5958477944677827e+18	['1549164560204038144']	
1596452221331582977	@geofflath @BobLee73515325 @mrMuunning @DiedSuddenly_ Yes. My father lives in a care home due to his legs. He tested positive about a year ago for covid. They locked him in his room for nearly two weeks. They wanted to inject him for flu and covid, but it ain't happening. He's still alive at 90, while younger injectees are dying.	1458952319429713921	294223412.0		['294223412', '1353303813826908160', '940598468493660161', '1577761560394665984']	1.5964108604607734e+18
